doi,field,crossref,openalex,s2,label
10.1108/maj-01-2025-4663,year,2026,2025,2025,variant
10.1108/maj-01-2025-4663,authors,Maretno Agus Harjoto; Hu Dan Semba,Maretno A. Harjoto; Hu Dan Semba,M. Harjoto; H. D. Semba,variant
10.21043/aktsar.v7i2.29027,journal,AKTSAR: Jurnal Akuntansi Syariah,AKTSAR Jurnal Akuntansi Syariah,AKTSAR: Jurnal Akuntansi Syariah,variant
10.3390/su17104392,authors,Donghui Zhao; Sue Ngan; Ainul Jamil; Mohd Salleh; Wan Yusoff,Donghui Zhao; Sue Lin Ngan; Ainul Huda Jamil; Mohd Fairuz Md Salleh; Wan Sallha Yusoff,Donghui Zhao; Sue Lin Ngan; A. H. Jamil; Mohd Fairuz Md Salleh; W. S. Yusoff,variant
10.3390/su17209272,authors,Qiuxiang Wen; Hui Kang,Qiuxiang Wen; Hui Kang,Qiuxiang Wen; Hui-suk Kang,variant
10.24042/ijebi.v10i1.23671,authors,Ahmad Juanda; Setu Setyawan; Maryam Shahuneeza Naseer,Ahmad Juanda; Setu Setyawan; Maryam Naseer,A. Juanda; Setu Setyawan; Maryam Shahuneeza Naseer,variant
10.12776/qip.v28i2.2019,authors,Rizky Eriandani; Wahyu Agus Winarno,Rizky Eriandani; Wahyu Agus Winarno,R. Eriandani; W. Winarno,variant
10.3390/su14042300,authors,Irina Bogataya; Elena Evstafyeva; Denis Lavrov; Ekaterina Korsakova; Natalya Mukhanova; Svetlana Solyannikova,I.N. Bogataya; E.M. Evstafyeva; Denis Lavrov; Ekaterina Korsakova; Natalya Mukhanova; S. P. Solyannikova,I. Bogataya; E. Evstafyeva; D. Lavrov; Ekaterina Korsakova; N. Mukhanova; S. Solyannikova,variant
10.28992/ijsam.v6i1.512,title,The  Disclosure  Effect  of  Sustainability  Reporting  and  Financial Statements on Investment Efficiency: Evidence in Indonesia,The Disclosure Effect of Sustainability Reporting and Financial Statements on Investment Efficiency: Evidence in Indonesia,The Disclosure Effect of Sustainability Reporting and Financial Statements on Investment Efficiency: Evidence in Indonesia,variant
10.28992/ijsam.v6i1.512,authors,Devina Rizky Amalia; Wijaya Triwacananingrum,Devina Rizky Amalia; Wijaya Triwacananingrum,D. Amalia; Wijaya Triwacananingrum,variant
10.1371/journal.pone.0299707,title,"Green R &amp; D investment, ESG reporting, and corporate green innovation performance","Green R &amp; D investment, ESG reporting, and corporate green innovation performance","Green R & D investment, ESG reporting, and corporate green innovation performance",variant
10.1371/journal.pone.0299707,pages,e0299707,e0299707-e0299707,e0299707 - e0299707,variant
10.1371/journal.pone.0299707,authors,Fawad Rauf; Wang Wanqiu; Khwaja Naveed; Yanqiu Zhang,Fawad Rauf; Wanqiu Wang; Khwaja Naveed; Zhang Yan-qiu,F. Rauf; Wanqiu Wang; Khwaja Naveed; Yanqiu Zhang,variant
